0.000000000000000000e+00 1.107172546127306312e-01
3.906249999999999445e-01 7.775935671783588965e-02
7.812499999999998890e-01 4.713555990299514442e-02
1.171875000000000000e+00 2.859713298164908227e-02
1.562499999999999778e+00 1.796066365818290919e-02
1.953124999999999778e+00 1.182910708035401701e-02
2.343750000000000000e+00 8.108999199959998627e-03
2.734375000000000000e+00 5.712004350217510934e-03
3.124999999999999556e+00 4.122081104055202484e-03
3.515624999999999556e+00 3.193909695484773922e-03
3.906249999999999556e+00 2.441137681884094236e-03
4.296875000000000000e+00 1.909470473523676133e-03
4.687500000000000000e+00 1.508278538926946305e-03
5.078125000000000000e+00 1.213732561628081416e-03
5.468750000000000000e+00 1.038333166658332975e-03
5.859374999999999112e+00 8.848098654932745610e-04
6.249999999999999112e+00 7.422246112305614860e-04
6.640624999999999112e+00 6.656582829141456312e-04
7.031249999999999112e+00 5.683877943897194286e-04
7.421874999999999112e+00 4.968998449922495389e-04
7.812499999999999112e+00 4.621324816240811924e-04
8.203125000000000000e+00 4.363499424971248254e-04
8.593750000000000000e+00 3.566584579228961483e-04
8.984375000000000000e+00 3.504081454072703410e-04
9.375000000000000000e+00 3.125156257812890638e-04
9.765625000000000000e+00 2.945459772988648882e-04
1.015625000000000000e+01 2.687634381719085754e-04
1.054687500000000000e+01 2.472779888994449814e-04
1.093750000000000000e+01 2.410276763838191741e-04
1.132812499999999822e+01 2.234486724336216487e-04
1.171874999999999822e+01 2.113386919345967114e-04
1.210937499999999822e+01 2.031351567578378969e-04
1.249999999999999822e+01 1.863374418720935906e-04
1.289062499999999822e+01 1.984474223711185008e-04
1.328124999999999822e+01 1.906345317265863094e-04
1.367187499999999822e+01 1.671958597929896540e-04
1.406249999999999822e+01 1.820403520176008447e-04
1.445312499999999822e+01 1.613361918095904699e-04
1.484374999999999822e+01 1.824309965498274678e-04
1.523437499999999822e+01 1.699303715185759075e-04
1.562499999999999822e+01 1.628987699384969081e-04
1.601562500000000000e+01 1.668052152607630309e-04
1.640625000000000000e+01 1.664145707285364078e-04
1.679687500000000000e+01 1.640707035351767504e-04
1.718750000000000000e+01 1.707116605830291537e-04
1.757812500000000000e+01 1.625081254062703121e-04
1.796875000000000000e+01 1.652426371318565926e-04
1.835937500000000000e+01 1.652426371318565926e-04
1.875000000000000000e+01 1.722742387119355920e-04
1.914062500000000000e+01 1.703210160508025306e-04
1.953125000000000000e+01 1.636800590029501273e-04
1.992187500000000000e+01 1.507887894394719709e-04
2.031250000000000000e+01 1.586016800840041893e-04
2.070312500000000000e+01 1.644613480674033735e-04
2.109375000000000000e+01 1.761806840342017148e-04
2.148437500000000000e+01 1.656332816640831887e-04
2.187500000000000000e+01 1.628987699384969081e-04
2.226562499999999645e+01 1.664145707285364078e-04
2.265624999999999645e+01 1.781339066953347490e-04
2.304687499999999645e+01 1.753993949697484685e-04
2.343749999999999645e+01 1.820403520176008447e-04
2.382812499999999645e+01 1.726648832441621880e-04
2.421874999999999645e+01 1.699303715185759075e-04
2.460937499999999645e+01 1.945409770488524051e-04
2.499999999999999645e+01 1.929783989199460210e-04
2.539062499999999645e+01 2.027445122256112738e-04
2.578124999999999645e+01 2.078228911445572117e-04
2.617187499999999645e+01 1.961035551777588705e-04
2.656249999999999645e+01 2.039164458222910889e-04
2.695312499999999645e+01 2.074322466123305886e-04
2.734374999999999645e+01 2.121199809990499034e-04
2.773437499999999645e+01 2.300896294814740791e-04
2.812499999999999645e+01 2.035258012900644929e-04
2.851562499999999645e+01 2.183702935146757378e-04
2.890624999999999645e+01 2.433715435771788586e-04
2.929687499999999645e+01 2.179796489824491147e-04
2.968749999999999645e+01 2.371212310615530242e-04
3.007812499999999645e+01 2.386838091904595167e-04
3.046874999999999645e+01 2.586066803340166995e-04
3.085937499999999645e+01 2.816547077353867860e-04
3.124999999999999645e+01 2.668102155107755411e-04
3.164062499999999645e+01 2.672008600430021371e-04
3.203125000000000000e+01 2.722792389619481022e-04
3.242187500000000000e+01 2.777482624131206090e-04
3.281250000000000000e+01 2.679821491074553291e-04
